ACCIDENT DATE,ACCIDENT TIME,LATITUDE,LONGITUDE
2019-08-04T00:00:00.000,17:00,40.76733,-73.984314
2019-08-21T00:00:00.000,15:45,40.78383,-73.97783
2019-08-15T00:00:00.000,19:25,40.85543,-73.84388
2019-08-16T00:00:00.000,18:22,40.6094,-74.09011
2019-08-13T00:00:00.000,17:01,40.883633,-73.88517
2019-08-18T00:00:00.000,17:00,40.75089,-73.75113
2019-08-09T00:00:00.000,19:25,40.68064,-73.89672
2019-08-17T00:00:00.000,16:21,40.721523,-73.94913
2019-08-10T00:00:00.000,16:58,40.592484,-73.99494
2019-08-23T00:00:00.000,11:50,40.619305,-74.16101
2019-08-25T00:00:00.000,5:39,40.63834,-73.93188
2019-08-27T00:00:00.000,11:30,40.72452,-73.992485
2019-08-12T00:00:00.000,9:55,40.903683,-73.89742
2019-08-08T00:00:00.000,15:00,40.745235,-73.937706
2019-08-19T00:00:00.000,18:30,40.75048,-73.99472
2019-08-04T00:00:00.000,21:15,40.7606,-73.96434
2019-08-24T00:00:00.000,8:20,40.604664,-74.02189
2019-08-23T00:00:00.000,14:50,40.68676,-73.78449
2019-08-30T00:00:00.000,17:15,40.866062,-73.92251
2019-08-22T00:00:00.000,19:20,40.836895,-73.8736
2019-08-24T00:00:00.000,21:20,40.737335,-73.70833
2019-08-08T00:00:00.000,18:00,40.79536,-73.96942
2019-08-28T00:00:00.000,14:00,40.668022,-73.73711
2019-08-19T00:00:00.000,8:20,40.677773,-73.93587
2019-08-29T00:00:00.000,17:37,40.738953,-73.98012
2019-08-03T00:00:00.000,8:00,40.765224,-73.9317
2019-08-11T00:00:00.000,13:40,40.66496,-73.82226
2019-08-12T00:00:00.000,20:05,40.70453,-73.817245
2019-08-06T00:00:00.000,16:43,40.680447,-73.87128
2019-08-08T00:00:00.000,19:15,40.680447,-73.95046
2019-08-02T00:00:00.000,13:25,40.72709,-73.991554
2019-08-03T00:00:00.000,1:05,40.82325,-73.88277
2019-08-30T00:00:00.000,14:00,40.69245,-73.811005
2019-08-24T00:00:00.000,16:00,40.71406,-73.95292
2019-08-22T00:00:00.000,15:00,40.631527,-73.948044
2019-08-23T00:00:00.000,11:00,40.757336,-73.98973
2019-08-07T00:00:00.000,14:35,40.752644,-74.00428
2019-08-13T00:00:00.000,13:15,40.86369,-73.91707
2019-08-14T00:00:00.000,18:19,40.59758,-73.99594
2019-08-12T00:00:00.000,8:32,40.79909,-73.93478
2019-08-04T00:00:00.000,0:00,40.65072,-74.00303
2019-08-08T00:00:00.000,10:20,40.603203,-73.937584
2019-08-10T00:00:00.000,9:40,40.669735,-73.93104
2019-08-09T00:00:00.000,20:04,40.63831,-73.953476
2019-08-28T00:00:00.000,19:00,40.70785,-73.89725
2019-08-03T00:00:00.000,14:50,40.691326,-73.95646
2019-08-03T00:00:00.000,16:00,40.789253,-73.85182
2019-08-04T00:00:00.000,20:50,40.798252,-73.95249
